x,Full,Full stdev,Condensed,Condensed stdev
3618.0,0.4439,0.02681585351988632,0.5505000000000001,0.0037215588131856814
3621.0,0.4445,0.0274963633959111,0.5505000000000001,0.0037215588131856814
3708.0,0.4491,0.022774766738651787,0.5505000000000001,0.0037215588131856814
3712.0,0.4511999999999999,0.023798319268385312,0.5505000000000001,0.0037215588131856814
3716.0,0.4513,0.023584104816592042,0.5505000000000001,0.0037215588131856814
3718.0,0.4529,0.024047661008921417,0.5505000000000001,0.0037215588131856814
3721.0,0.453,0.0240249869927124,0.5505000000000001,0.0037215588131856814
3722.0,0.4553999999999999,0.027343006418461005,0.5505000000000001,0.0037215588131856814
3802.0,0.4553999999999999,0.027343006418461005,0.551,0.003820994634908563
3807.0,0.4557,0.02753924472457441,0.551,0.003820994634908563
3815.0,0.4558,0.027563744302978862,0.551,0.003820994634908563
3817.0,0.4566,0.02787543721630209,0.551,0.003820994634908563
3818.0,0.457,0.027092434368288124,0.551,0.003820994634908563
3824.0,0.4591,0.02503377718203946,0.551,0.003820994634908563
3826.0,0.4612999999999999,0.02519146680921934,0.551,0.003820994634908563
3911.0,0.4613999999999999,0.025124490044576026,0.551,0.003820994634908563
3917.0,0.4616,0.02546055773151876,0.551,0.003820994634908563
3918.0,0.4626999999999999,0.02624137953690696,0.551,0.003820994634908563
3919.0,0.4637999999999999,0.026167919290612303,0.551,0.003820994634908563
3926.0,0.4656,0.02791845267918693,0.551,0.003820994634908563
4006.0,0.4656999999999999,0.02770216598029836,0.551,0.003820994634908563
4017.0,0.4662,0.028106227068035998,0.551,0.003820994634908563
4018.0,0.4663,0.028245530619905163,0.551,0.003820994634908563
4021.0,0.4668,0.028297703086999824,0.551,0.003820994634908563
4025.0,0.4678999999999999,0.02868954513407278,0.551,0.003820994634908563
4028.0,0.4686,0.029537095320968838,0.551,0.003820994634908563
4106.0,0.4695,0.02893527259246056,0.551,0.003820994634908563
4109.0,0.4696,0.02871654575327611,0.551,0.003820994634908563
4111.0,0.4722,0.02510697114348921,0.551,0.003820994634908563
4114.0,0.4724,0.024880514464134383,0.551,0.003820994634908563
4119.0,0.4725,0.024771959954755292,0.551,0.003820994634908563
4122.0,0.4726,0.02491264739043204,0.551,0.003820994634908563
4211.0,0.4729,0.02431234254447728,0.551,0.003820994634908563
4212.0,0.4738,0.02439180190145861,0.551,0.003820994634908563
4214.0,0.4751,0.024234066930666008,0.551,0.003820994634908563
4222.0,0.4752000000000001,0.02420247921184936,0.551,0.003820994634908563
4223.0,0.47700000000000004,0.0242693221990232,0.551,0.003820994634908563
4311.0,0.4778000000000001,0.022617692189964917,0.551,0.003820994634908563
4316.0,0.4781000000000001,0.022210132822655517,0.551,0.003820994634908563
4319.0,0.4782000000000001,0.02224769650997604,0.551,0.003820994634908563
4322.0,0.4801000000000001,0.02202021798257229,0.551,0.003820994634908563
4331.0,0.4818000000000001,0.0234085454481905,0.551,0.003820994634908563
4401.0,0.4818000000000001,0.0234085454481905,0.5516,0.004630334761116095
4404.0,0.4818000000000001,0.0234085454481905,0.5517000000000001,0.004817675788178366
4512.0,0.4835000000000001,0.020200247523235945,0.5517000000000001,0.004817675788178366
4516.0,0.4844000000000001,0.018794680098368263,0.5517000000000001,0.004817675788178366
4521.0,0.4845,0.018922209173349715,0.5517000000000001,0.004817675788178366
4523.0,0.4862,0.020113676938839403,0.5517000000000001,0.004817675788178366
4524.0,0.4864,0.020090793911640224,0.5517000000000001,0.004817675788178366
4526.0,0.4868,0.020118648065911387,0.5517000000000001,0.004817675788178366
4616.0,0.4869,0.01993715125086832,0.5517000000000001,0.004817675788178366
4618.0,0.4872,0.019410306540598474,0.5517000000000001,0.004817675788178366
4620.0,0.488,0.0199949993748437,0.5517000000000001,0.004817675788178366
4623.0,0.4880999999999999,0.020126847741263408,0.5517000000000001,0.004817675788178366
4625.0,0.4887,0.020114919835783587,0.5517000000000001,0.004817675788178366
4629.0,0.4893,0.020440401170231468,0.5517000000000001,0.004817675788178366
4713.0,0.4899,0.020186381547964462,0.5517000000000001,0.004817675788178366
4717.0,0.4900000000000001,0.020009997501249217,0.5517000000000001,0.004817675788178366
4724.0,0.4901000000000001,0.020092038224132462,0.5517000000000001,0.004817675788178366
4730.0,0.4902,0.02004395170618808,0.5517000000000001,0.004817675788178366
4818.0,0.4904,0.019698730923589976,0.5517000000000001,0.004817675788178366
4819.0,0.4923,0.019905024491318764,0.5517000000000001,0.004817675788178366
4820.0,0.4940000000000001,0.018740330840195968,0.5517000000000001,0.004817675788178366
4828.0,0.4948,0.018765926569183845,0.5517000000000001,0.004817675788178366
4841.0,0.4949000000000001,0.01884383188207749,0.5517000000000001,0.004817675788178366
4915.0,0.4967,0.01705901521190482,0.5517000000000001,0.004817675788178366
4924.0,0.5001,0.01118436408563313,0.5517000000000001,0.004817675788178366
4935.0,0.5008000000000001,0.010137060717979358,0.5517000000000001,0.004817675788178366
5001.0,0.5008000000000001,0.010137060717979358,0.5522,0.004556314299957811
5020.0,0.5019000000000001,0.009126335518706298,0.5522,0.004556314299957811
5034.0,0.5022,0.008997777503361603,0.5522,0.004556314299957811
5035.0,0.5025000000000001,0.00900277734924063,0.5522,0.004556314299957811
5039.0,0.503,0.009889388252060902,0.5522,0.004556314299957811
5042.0,0.5032000000000001,0.010283968105745963,0.5522,0.004556314299957811
5133.0,0.5035000000000001,0.010519030373565816,0.5522,0.004556314299957811
5136.0,0.5036,0.01037496987947436,0.5522,0.004556314299957811
5140.0,0.5037,0.010237675517420945,0.5522,0.004556314299957811
5227.0,0.5040000000000001,0.0101094015648801,0.5522,0.004556314299957811
5231.0,0.5045000000000001,0.010141498903022184,0.5522,0.004556314299957811
5234.0,0.5046,0.01000199980004,0.5522,0.004556314299957811
5236.0,0.5047,0.010090094152187094,0.5522,0.004556314299957811
5427.0,0.5048,0.00995791142760369,0.5522,0.004556314299957811
5431.0,0.5049,0.009984487968844479,0.5522,0.004556314299957811
5433.0,0.5051,0.010182828683622256,0.5522,0.004556314299957811
5528.0,0.5059,0.009470480452437471,0.5522,0.004556314299957811
5531.0,0.5064,0.009264987857520385,0.5522,0.004556314299957811
5534.0,0.5066,0.008946507698538025,0.5522,0.004556314299957811
5537.0,0.5076,0.009372299611087992,0.5522,0.004556314299957811
5541.0,0.5088,0.011838918869559005,0.5522,0.004556314299957811
5636.0,0.5088999999999999,0.011708543888972713,0.5522,0.004556314299957811
5725.0,0.509,0.011679041056525155,0.5522,0.004556314299957811
5727.0,0.5093,0.011349449325848379,0.5522,0.004556314299957811
5733.0,0.5099,0.011317685275708998,0.5522,0.004556314299957811
5737.0,0.5112,0.010017983829094563,0.5522,0.004556314299957811
5740.0,0.5119,0.01055888251663026,0.5522,0.004556314299957811
5823.0,0.512,0.010449880382090514,0.5522,0.004556314299957811
5828.0,0.5121,0.010492378186093,0.5522,0.004556314299957811
5830.0,0.5126000000000001,0.010061808982484223,0.5522,0.004556314299957811
5836.0,0.5126999999999999,0.010109896141899784,0.5522,0.004556314299957811
5901.0,0.5126999999999999,0.010109896141899784,0.5526000000000002,0.003954743986657041
5932.0,0.5145,0.010161200716450795,0.5526000000000002,0.003954743986657041
5953.0,0.5149999999999999,0.009486832980505143,0.5526000000000002,0.003954743986657041
6034.0,0.5151000000000001,0.009396275858019505,0.5526000000000002,0.003954743986657041
6044.0,0.5166,0.010744300814850644,0.5526000000000002,0.003954743986657041
6138.0,0.5172,0.010409610943738492,0.5526000000000002,0.003954743986657041
6145.0,0.5173,0.010383159442096621,0.5526000000000002,0.003954743986657041
6149.0,0.5177,0.009930256794262682,0.5526000000000002,0.003954743986657041
6230.0,0.5179,0.009954396013822244,0.5526000000000002,0.003954743986657041
6330.0,0.5180999999999999,0.009751410154434086,0.5526000000000002,0.003954743986657041
6333.0,0.5182,0.009775479527879959,0.5526000000000002,0.003954743986657041
6334.0,0.5184,0.009604165762834386,0.5526000000000002,0.003954743986657041
6341.0,0.5191000000000001,0.009585927185202282,0.5526000000000002,0.003954743986657041
6401.0,0.5191000000000001,0.009585927185202282,0.5527000000000001,0.0040012498047485145
6447.0,0.5197,0.010742904635153393,0.5527000000000001,0.0040012498047485145
6747.0,0.5202000000000001,0.010952625256074464,0.5527000000000001,0.0040012498047485145
6843.0,0.5204000000000001,0.01080000000000001,0.5527000000000001,0.0040012498047485145
6901.0,0.5204000000000001,0.01080000000000001,0.5530000000000002,0.004049691346263321
7041.0,0.5208000000000002,0.01088852607105297,0.5530000000000002,0.004049691346263321
7047.0,0.5212000000000001,0.010476640682967043,0.5530000000000002,0.004049691346263321
7051.0,0.5213000000000001,0.010412012293500243,0.5530000000000002,0.004049691346263321
7059.0,0.5214000000000001,0.010423051376636315,0.5530000000000002,0.004049691346263321
7162.0,0.5215000000000001,0.010385085459446169,0.5530000000000002,0.004049691346263321
7248.0,0.522,0.010029955134495876,0.5530000000000002,0.004049691346263321
7338.0,0.5223000000000001,0.009798469268207162,0.5530000000000002,0.004049691346263321
7402.0,0.5223000000000001,0.009798469268207162,0.5532000000000001,0.003994996871087639
7437.0,0.5225000000000001,0.009871676655968841,0.5532000000000001,0.003994996871087639
7458.0,0.5226000000000001,0.009800000000000008,0.5532000000000001,0.003994996871087639
7533.0,0.523,0.009602083107326251,0.5532000000000001,0.003994996871087639
7557.0,0.5231000000000001,0.00953362470417208,0.5532000000000001,0.003994996871087639
7746.0,0.5237,0.00938136450629652,0.5532000000000001,0.003994996871087639
7747.0,0.5238000000000002,0.009314504817756022,0.5532000000000001,0.003994996871087639
7843.0,0.5243000000000001,0.009121951545584976,0.5532000000000001,0.003994996871087639
8101.0,0.5243000000000001,0.009121951545584976,0.5537000000000001,0.0036069377593742897
8153.0,0.5245000000000001,0.00911317727249943,0.5537000000000001,0.0036069377593742897
8183.0,0.5257000000000002,0.009613012014972215,0.5537000000000001,0.0036069377593742897
8301.0,0.5257000000000002,0.009613012014972215,0.5539000000000001,0.0036180105030251116
8363.0,0.5258,0.009600000000000008,0.5539000000000001,0.0036180105030251116
8374.0,0.526,0.009197825830053543,0.5539000000000001,0.0036180105030251116
8380.0,0.5264,0.009318798205777402,0.5539000000000001,0.0036180105030251116
8391.0,0.5272,0.009997999799959998,0.5539000000000001,0.0036180105030251116
8561.0,0.528,0.010109401564880098,0.5539000000000001,0.0036180105030251116
8678.0,0.5282,0.010244998779892564,0.5539000000000001,0.0036180105030251116
8701.0,0.5282,0.010244998779892564,0.5541000000000001,0.003726929030716849
8858.0,0.5285,0.010249390225764664,0.5541000000000001,0.003726929030716849
8870.0,0.5287000000000001,0.0100404183179786,0.5541000000000001,0.003726929030716849
8960.0,0.5289,0.01014347080638576,0.5541000000000001,0.003726929030716849
9072.0,0.5291,0.009984487968844479,0.5541000000000001,0.003726929030716849
9174.0,0.5302,0.00800999375780032,0.5541000000000001,0.003726929030716849
9202.0,0.5302,0.00800999375780032,0.5545000000000002,0.003801315561749647
9266.0,0.5305000000000001,0.008237111144084442,0.5545000000000002,0.003801315561749647
9292.0,0.5307000000000002,0.008532877591996745,0.5545000000000002,0.003801315561749647
9401.0,0.5307000000000002,0.008532877591996745,0.5551000000000001,0.0038327535793473634
9481.0,0.5311000000000001,0.008055432949258538,0.5551000000000001,0.0038327535793473634
9771.0,0.5314000000000001,0.008357032966310478,0.5551000000000001,0.0038327535793473634
9875.0,0.5317000000000001,0.008672369918309534,0.5551000000000001,0.0038327535793473634
9973.0,0.5321000000000001,0.008300000000000009,0.5551000000000001,0.0038327535793473634
9988.0,0.5325000000000001,0.007736278174936583,0.5551000000000001,0.0038327535793473634
9995.0,0.5328,0.007884161337770817,0.5551000000000001,0.0038327535793473634
10075.0,0.5332,0.008243785538209987,0.5551000000000001,0.0038327535793473634
10282.0,0.5333,0.008391066678319277,0.5551000000000001,0.0038327535793473634
10893.0,0.5335,0.008593602271457536,0.5551000000000001,0.0038327535793473634
11002.0,0.5339,0.009148223871331535,0.5551000000000001,0.0038327535793473634
11599.0,0.5343,0.008877499647986484,0.5551000000000001,0.0038327535793473634
13198.0,0.5351,0.008154140052758479,0.5551000000000001,0.0038327535793473634
13402.0,0.5353,0.008246817568007679,0.5551000000000001,0.0038327535793473634
13498.0,0.5355000000000001,0.008163945124754338,0.5551000000000001,0.0038327535793473634
15202.0,0.5355000000000001,0.008163945124754338,0.5553000000000001,0.003874274125562107
15701.0,0.536,0.008148619514985352,0.5553000000000001,0.003874274125562107
16302.0,0.536,0.008148619514985352,0.5555000000000001,0.00400624512480203
17901.0,0.536,0.008148619514985352,0.5556000000000001,0.003979949748426484
18001.0,0.536,0.008148619514985352,0.5558000000000001,0.003994996871087639
18302.0,0.5364000000000001,0.00798999374217528,0.5558000000000001,0.003994996871087639
20502.0,0.5366000000000001,0.008175573374387884,0.5558000000000001,0.003994996871087639
20602.0,0.5366000000000001,0.008175573374387884,0.5562,0.003572114219898354
21802.0,0.5369,0.008203048213926341,0.5562,0.003572114219898354
22402.0,0.5369,0.008203048213926341,0.5563,0.0036069377593742897
23501.0,0.5370000000000001,0.008185352771872458,0.5563,0.0036069377593742897
23703.0,0.5370000000000001,0.008185352771872458,0.5564000000000001,0.003666060555964675
25602.0,0.5370000000000001,0.008185352771872458,0.5568000000000001,0.002712931993250109
26502.0,0.5370000000000001,0.008185352771872458,0.5570000000000002,0.002569046515733028
26602.0,0.5372,0.008034923770640273,0.5570000000000002,0.002569046515733028
26700.0,0.5372999999999999,0.008050465825031501,0.5570000000000002,0.002569046515733028
27102.0,0.5374,0.00803990049689672,0.5570000000000002,0.002569046515733028
27202.0,0.5374,0.00803990049689672,0.5574000000000001,0.0026907248094147442
29001.0,0.5375,0.008139410298049859,0.5574000000000001,0.0026907248094147442
29302.0,0.5375,0.008139410298049859,0.5576000000000001,0.002727636339397174
33007.0,0.5375,0.008139410298049859,0.5577000000000001,0.0027221315177632416
34402.0,0.5375,0.008139410298049859,0.5579999999999999,0.0020493901531919213
36001.0,0.5379,0.0074893257373411185,0.5579999999999999,0.0020493901531919213
37601.0,0.5379,0.0074893257373411185,0.5581,0.0020712315177208
38502.0,0.5381,0.0074893257373411185,0.5581,0.0020712315177208
39201.0,0.5389,0.007955501241279528,0.5581,0.0020712315177208
40401.0,0.5389,0.007955501241279528,0.5583,0.0018466185312619398
42002.0,0.539,0.007962411694957759,0.5583,0.0018466185312619398
44101.0,0.5393000000000001,0.008050465825031501,0.5583,0.0018466185312619398
44902.0,0.5396000000000001,0.008380930735902794,0.5583,0.0018466185312619398
46302.0,0.5403,0.007550496672405075,0.5583,0.0018466185312619398
46601.0,0.5405,0.007826237921249271,0.5583,0.0018466185312619398
46701.0,0.5409000000000002,0.007091544260596564,0.5583,0.0018466185312619398
47902.0,0.5412000000000001,0.007600000000000006,0.5583,0.0018466185312619398
48402.0,0.5412000000000001,0.007600000000000006,0.5586,0.0018547236990991425
49201.0,0.5412000000000001,0.007600000000000006,0.5587000000000001,0.0019519221295943151
49802.0,0.5413,0.0074839828968270685,0.5587000000000001,0.0019519221295943151
50000.0,0.5413,0.0074839828968270685,0.5587000000000001,0.0019519221295943151
